q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	601	960	1
q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	5775	5416	-3
q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	1565	1924	2
q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	4813	4454	-2
q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	2529	2888	3
q1	six_frames	656	257	1.95e-84	120	120	120	0	0	0	1	120	3851	3492	-1
q1	six_frames	36	18.5	0.45	5	8	13	8	0	0	18	30	3514	3476	-2
q1	six_frames	27	15.0	6.1	10	19	43	30	3	1	79	118	6228	6100	-3
q1	six_frames	26	14.6	8.1	3	6	7	4	0	0	13	19	2085	2065	-3
q1	six_frames	24	13.9	14	4	5	13	9	0	0	34	46	3491	3453	-1
q1	six_frames	20	12.3	45	5	10	19	14	0	0	18	36	5110	5166	1
q1	six_frames	18	11.5	80	5	6	15	10	0	0	32	46	3453	3497	3
q1	six_frames	17	11.2	106	6	10	22	14	2	1	43	64	4929	4988	3
q1	six_frames	15	10.4	188	2	2	2	0	0	0	65	66	6029	6024	-1
q1	six_frames	15	10.4	188	3	4	7	4	0	0	56	62	3172	3152	-2
q1	six_frames	13	 9.6	331	2	3	3	1	0	0	101	103	3367	3359	-2
q1	six_frames	13	 9.6	331	2	2	3	1	0	0	51	53	3036	3044	3
