WORD_CONTEXT_CUTOFF	0	0	16	16	18
WORD_CONTEXT_CUTOFF	1	0	16	16	18
WORD_CONTEXT_CUTOFF	2	0	16	16	18
WORD_CONTEXT_CUTOFF	3	0	16	16	18
WORD_CONTEXT_CUTOFF	4	0	16	16	18
WORD_CONTEXT_CUTOFF	5	0	16	16	18
WORD_CONTEXT_CUTOFF	6	0	16	16	18
WORD_CONTEXT_CUTOFF	7	0	16	16	18
WORD_CONTEXT_CUTOFF	8	0	16	16	18
WORD_CONTEXT_CUTOFF	9	0	16	16	18
WORD_CONTEXT_CUTOFF	10	0	16	16	18
WORD_CONTEXT_CUTOFF	11	0	16	16	18
WORD_CONTEXT_CUTOFF	12	0	16	16	18
WORD_CONTEXT_CUTOFF	13	0	16	16	18
WORD_CONTEXT_CUTOFF	14	0	16	16	18
WORD_CONTEXT_CUTOFF	15	0	16	16	18
WORD_CONTEXT_CUTOFF	16	0	16	16	18
WORD_CONTEXT_CUTOFF	17	0	16	16	18
WORD_CONTEXT_CUTOFF	18	0	16	16	18
WORD_CONTEXT_CUTOFF	19	0	16	16	18
WORD_CONTEXT_CUTOFF	20	0	16	16	18
WORD_CONTEXT_CUTOFF	21	0	16	16	18
WORD_CONTEXT_CUTOFF	22	0	16	16	18
WORD_CONTEXT_CUTOFF	23	0	16	16	18
WORD_CONTEXT_CUTOFF	24	0	16	16	18
WORD_CONTEXT_CUTOFF	25	0	16	16	18
WORD_CONTEXT_CUTOFF	26	0	16	16	18
WORD_CONTEXT_CUTOFF	27	0	16	16	18
WORD_CONTEXT_CUTOFF	28	0	16	16	18
WORD_CONTEXT_CUTOFF	29	0	16	16	18
WORD_CONTEXT_CUTOFF	30	0	16	16	18
WORD_CONTEXT_CUTOFF	31	0	16	16	18
WORD_CONTEXT_CUTOFF	32	0	16	16	18
WORD_CONTEXT_CUTOFF	33	0	16	16	18
WORD_CONTEXT_CUTOFF	34	0	16	16	18
WORD_CONTEXT_CUTOFF	35	0	16	16	18
WORD_CONTEXT_CUTOFF	36	0	16	16	18
WORD_CONTEXT_CUTOFF	37	0	16	16	18
WORD_CONTEXT_CUTOFF	38	0	16	16	18
WORD_CONTEXT_CUTOFF	39	0	16	16	18
WORD_CONTEXT_CUTOFF	40	0	16	16	18
WORD_CONTEXT_CUTOFF	41	0	16	16	18
WORD_CONTEXT_CUTOFF	42	0	16	16	18
WORD_CONTEXT_CUTOFF	43	0	16	16	18
WORD_CONTEXT_CUTOFF	44	0	16	16	18
WORD_CONTEXT_CUTOFF	45	0	16	16	18
WORD_CONTEXT_CUTOFF	46	0	16	16	18
WORD_CONTEXT_CUTOFF	47	0	16	16	18
WORD_CONTEXT_CUTOFF	48	0	16	16	18
WORD_CONTEXT_CUTOFF	49	0	16	16	18
WORD_CONTEXT_CUTOFF	50	0	16	16	18
WORD_CONTEXT_CUTOFF	51	0	16	16	18
WORD_CONTEXT_CUTOFF	52	0	16	16	18
WORD_CONTEXT_CUTOFF	53	0	16	16	18
WORD_CONTEXT_CUTOFF	54	0	16	16	18
WORD_CONTEXT_CUTOFF	55	0	16	16	18
WORD_CONTEXT_CUTOFF	56	0	16	16	18
WORD_CONTEXT_CUTOFF	57	0	16	16	18
WORD_CONTEXT_CUTOFF	58	0	16	16	18
WORD_CONTEXT_CUTOFF	59	0	16	16	18
WORD_CONTEXT_CUTOFF	60	0	16	16	18
WORD_CONTEXT_CUTOFF	61	0	16	16	18
WORD_CONTEXT_CUTOFF	62	0	16	16	18
WORD_CONTEXT_CUTOFF	63	0	16	16	18
WORD_CONTEXT_CUTOFF	64	0	16	16	18
WORD_CONTEXT_CUTOFF	65	0	16	16	18
WORD_CONTEXT_CUTOFF	66	0	16	16	18
WORD_CONTEXT_CUTOFF	67	0	16	16	18
WORD_CONTEXT_CUTOFF	68	0	16	16	18
WORD_CONTEXT_CUTOFF	69	0	16	16	18
WORD_CONTEXT_CUTOFF	70	0	16	16	18
WORD_CONTEXT_CUTOFF	71	0	16	16	18
WORD_CONTEXT_CUTOFF	72	0	16	16	18
WORD_CONTEXT_CUTOFF	73	0	16	16	18
WORD_CONTEXT_CUTOFF	74	0	16	16	18
WORD_CONTEXT_CUTOFF	75	0	16	16	18
WORD_CONTEXT_CUTOFF	76	0	16	16	18
WORD_CONTEXT_CUTOFF	77	0	16	16	18
