GAPPED_CONTEXT_CUTOFF	0	0	0	0	0
GAPPED_CONTEXT_CUTOFF	0	1	1	0	0
GAPPED_CONTEXT_CUTOFF	0	2	2	2147483647	0
GAPPED_CONTEXT_CUTOFF	1	0	0	0	0
GAPPED_CONTEXT_CUTOFF	1	1	1	0	0
GAPPED_CONTEXT_CUTOFF	1	2	2	2147483647	0
GAPPED_CONTEXT_CUTOFF	2	0	0	0	0
GAPPED_CONTEXT_CUTOFF	2	1	1	0	0
GAPPED_CONTEXT_CUTOFF	2	2	2	2147483647	0
GAPPED_CONTEXT_CUTOFF	3	0	0	0	0
GAPPED_CONTEXT_CUTOFF	3	1	1	0	0
GAPPED_CONTEXT_CUTOFF	3	2	2	2147483647	0
GAPPED_CONTEXT_CUTOFF	4	0	0	0	0
GAPPED_CONTEXT_CUTOFF	4	1	1	0	0
GAPPED_CONTEXT_CUTOFF	4	2	2	2147483647	0
GAPPED_CONTEXT_CUTOFF	5	0	0	0	0
GAPPED_CONTEXT_CUTOFF	5	1	1	0	0
GAPPED_CONTEXT_CUTOFF	5	2	2	2147483647	0
