full	six_frames	654	256	3.58e-84	120	120	120	0	0	0	1	120	4813	4454	-2
full	six_frames	643	252	1.19e-82	120	120	120	0	0	0	1	120	3851	3492	-1
full	six_frames	642	251	1.49e-82	120	120	120	0	0	0	1	120	1565	1924	2
full	six_frames	640	251	2.49e-82	120	120	120	0	0	0	1	120	5775	5416	-3
full	six_frames	640	251	2.49e-82	120	120	120	0	0	0	1	120	2529	2888	3
full	six_frames	640	251	2.59e-82	120	120	120	0	0	0	1	120	601	960	1
full	six_frames	35	18.1	0.70	5	8	13	8	0	0	18	30	3514	3476	-2
internal70	six_frames	404	160	2.27e-51	70	70	70	0	0	0	1	70	4738	4529	-2
internal70	six_frames	383	152	1.39e-48	70	70	70	0	0	0	1	70	1640	1849	2
internal70	six_frames	383	152	1.41e-48	70	70	70	0	0	0	1	70	3776	3567	-1
internal70	six_frames	382	151	1.99e-48	70	70	70	0	0	0	1	70	676	885	1
internal70	six_frames	382	151	2.19e-48	70	70	70	0	0	0	1	70	2604	2813	3
internal70	six_frames	381	151	2.46e-48	70	70	70	0	0	0	1	70	5700	5491	-3
